epoch,train_loss,val_loss,val_ppl,val_bleu,lr
1,6.708282422274351,5.804592929780483,331.82009176990186,,3.174845886113226e-05
2,5.519437577161524,5.206996500492096,182.54496030044402,,6.58436163977648e-05
3,5.001373311711682,4.711285278201103,111.19498459107727,,0.00011894742631253963
4,4.488910084383355,4.171983756124973,64.84395920312794,,0.0001858608225541808
5,3.972074812899033,3.741379179060459,42.15609088796052,,0.00026003272776432525
6,3.5991087154381805,3.4668753184378147,32.03648208059843,,0.0003342014288011964
7,3.3403990622609854,3.2690097875893116,26.285298423655053,,0.00040110552622383346
8,3.1517202533367605,3.138186313211918,23.062001657304414,,0.0004541948530638111
9,3.002126530226734,3.0181268081068993,20.452943490706687,,0.000488271761218257
10,2.8726049932754703,2.922161493450403,18.58140767532444,20.485453363978966,0.0004999999998852328
11,2.7499726089752383,2.8460437431931496,17.219522051646138,,0.0004998474428791592
12,2.641417365314232,2.765911929309368,15.893527157217822,,0.0004993904864683316
13,2.5515199311905437,2.6963637471199036,14.825723510804725,,0.0004986296873837478
14,2.4751094134731426,2.64922047406435,14.143009504466733,,0.0004975659725419003
15,2.4106150534417896,2.6056319810450077,13.539779483410019,,0.0004962006379154711
16,2.3533963943935103,2.569790758192539,13.063090810217462,,0.0004945353469543889
17,2.304984958635436,2.522777359932661,12.463163329787218,,0.0004925721285591712
18,2.2624889661868415,2.4896770641207695,12.057381730489087,,0.0004903133746090222
19,2.225152338958449,2.4648464769124985,11.761676324502277,,0.0004877618370476956
20,2.1871606171545057,2.435640748590231,11.423135727046624,28.25352288696685,0.0004849206245306758
21,2.1551839992817907,2.4155408814549446,11.195824333918376,,0.0004817931986377594
22,2.125642274195949,2.392937920987606,10.945604071359075,,0.00047838336965565405
23,2.0972927305847406,2.370081275701523,10.69826175750646,,0.00047469529193573044
24,2.072140763513744,2.3562601022422314,10.551416351542676,,0.0004707334588325855
25,2.047269217773444,2.333572819828987,10.314728443723643,,0.0004665026972295818
26,2.024268577910132,2.3241316378116608,10.21780347810528,,0.00046200816165803383
27,2.006025163560278,2.304151274263859,10.015674083722361,,0.0004572553280172052
28,1.9862124658086233,2.278270445764065,9.75978572486144,,0.00045224998690276947
29,1.9637651388636894,2.266113828867674,9.641858002195486,,0.0004469982365518609
30,1.9436534894630313,2.247958015650511,9.468381795318091,30.168323269315383,0.0004415064754133119
31,1.9251084231461089,2.2374821342527866,9.369709890574217,,0.0004357813943521289
32,1.9071952653013997,2.2230268977582455,9.235242736918583,,0.0004298299684977038
33,1.889492583875027,2.211624525487423,9.13053714173949,,0.00042365944874569333
34,1.8741250937390659,2.1919634491205215,8.952774185523323,,0.00041727735292391955
35,1.8571654407100544,2.179938107728958,8.845758757679414,,0.0004106914566330549
36,1.8410386943982706,2.1701564267277718,8.759654177614443,,0.0004039097837732502
37,1.8257802784856823,2.1602993942797184,8.673734136142937,,0.00039694059676824846
38,1.8123663852198257,2.153881538659334,8.618245611895185,,0.0003897923864988944
39,1.7978010244874492,2.127214655280113,8.391461118192447,,0.0003824738619583038
40,1.7830517823911376,2.1201751492917538,8.33259680831392,29.727443399771683,0.0003749939396412971
41,1.7686804033194978,2.1155395954847336,8.294059996197548,,0.00036736173268102373
42,1.7555503794509504,2.1043351627886295,8.201648435520301,,0.00035958653974601357
43,1.741700182772345,2.0877111442387104,8.066431121375388,,0.0003516778337111813
44,1.7300401026796963,2.0812547486275434,8.014518814411426,,0.00034364525011658755
45,1.7172430265280936,2.075827056542039,7.971136314003787,,0.00033549857542801767
46,1.7050858766047492,2.0632453840225935,7.8714743590244565,,0.0003272477351136806
47,1.6942407815820641,2.0434281900525093,7.7170193124112085,,0.0003189027815515549
